record_type,pair_id,request_id,category,token_bucket,modality,layer,tokens,vision_tokens,text_tokens,total_assignments,vision_assignments,text_assignments,vision_fraction,R_R0,R_R1,R_R2,R_R3,V_R0,V_R1,V_R2,V_R3,T_R0,T_R1,T_R2,T_R3,active_ranks_R,critical_rank_R,critical_rank_V,critical_rank_T,critical_V_eq_R,critical_T_eq_R
request_layer,17,text_17_deep_field,text_only,large,text,16,857,0,857,6856,0,6856,0.0,1371,1578,2306,1601,0,0,0,0,1371,1578,2306,1601,4,2,-1,2,False,True
request_layer,17,text_17_deep_field,text_only,large,text,17,857,0,857,6856,0,6856,0.0,2177,1166,1913,1600,0,0,0,0,2177,1166,1913,1600,4,0,-1,0,False,True
request_layer,17,text_17_deep_field,text_only,large,text,18,857,0,857,6856,0,6856,0.0,1645,1921,1830,1460,0,0,0,0,1645,1921,1830,1460,4,1,-1,1,False,True
request_layer,17,text_17_deep_field,text_only,large,text,19,857,0,857,6856,0,6856,0.0,1637,1725,1579,1915,0,0,0,0,1637,1725,1579,1915,4,3,-1,3,False,True
request_layer,17,text_17_deep_field,text_only,large,text,20,857,0,857,6856,0,6856,0.0,1404,2632,1108,1712,0,0,0,0,1404,2632,1108,1712,4,1,-1,1,False,True
request_layer,17,text_17_deep_field,text_only,large,text,21,857,0,857,6856,0,6856,0.0,1095,2046,1682,2033,0,0,0,0,1095,2046,1682,2033,4,1,-1,1,False,True
request_layer,17,text_17_deep_field,text_only,large,text,22,857,0,857,6856,0,6856,0.0,1352,2046,1053,2405,0,0,0,0,1352,2046,1053,2405,4,3,-1,3,False,True
request_layer,17,text_17_deep_field,text_only,large,text,23,857,0,857,6856,0,6856,0.0,1755,1951,1480,1670,0,0,0,0,1755,1951,1480,1670,4,1,-1,1,False,True
request_layer,17,text_17_deep_field,text_only,large,text,24,857,0,857,6856,0,6856,0.0,1942,1382,1411,2121,0,0,0,0,1942,1382,1411,2121,4,3,-1,3,False,True
request_layer,17,text_17_deep_field,text_only,large,text,25,857,0,857,6856,0,6856,0.0,1454,1663,1518,2221,0,0,0,0,1454,1663,1518,2221,4,3,-1,3,False,True
request_layer,17,text_17_deep_field,text_only,large,text,26,857,0,857,6856,0,6856,0.0,2002,1445,1399,2010,0,0,0,0,2002,1445,1399,2010,4,3,-1,3,False,True
request_layer,17,text_17_deep_field,text_only,large,text,27,857,0,857,6856,0,6856,0.0,922,1702,2453,1779,0,0,0,0,922,1702,2453,1779,4,2,-1,2,False,True
request_layer,17,text_17_deep_field,text_only,large,text,28,857,0,857,6856,0,6856,0.0,1083,1819,2568,1386,0,0,0,0,1083,1819,2568,1386,4,2,-1,2,False,True
request_layer,17,text_17_deep_field,text_only,large,text,29,857,0,857,6856,0,6856,0.0,2132,1278,1905,1541,0,0,0,0,2132,1278,1905,1541,4,0,-1,0,False,True
request_layer,17,text_17_deep_field,text_only,large,text,30,857,0,857,6856,0,6856,0.0,1334,2017,2116,1389,0,0,0,0,1334,2017,2116,1389,4,2,-1,2,False,True
request_layer,17,text_17_deep_field,text_only,large,text,31,857,0,857,6856,0,6856,0.0,1656,1543,1556,2101,0,0,0,0,1656,1543,1556,2101,4,3,-1,3,False,True
request_layer,17,text_17_deep_field,text_only,large,text,32,857,0,857,6856,0,6856,0.0,1382,2676,1084,1714,0,0,0,0,1382,2676,1084,1714,4,1,-1,1,False,True
request_layer,17,text_17_deep_field,text_only,large,text,33,857,0,857,6856,0,6856,0.0,1103,2382,1686,1685,0,0,0,0,1103,2382,1686,1685,4,1,-1,1,False,True
request_layer,17,text_17_deep_field,text_only,large,text,34,857,0,857,6856,0,6856,0.0,1523,1799,1487,2047,0,0,0,0,1523,1799,1487,2047,4,3,-1,3,False,True
request_layer,17,text_17_deep_field,text_only,large,text,35,857,0,857,6856,0,6856,0.0,2139,1627,1737,1353,0,0,0,0,2139,1627,1737,1353,4,0,-1,0,False,True
request_layer,17,text_17_deep_field,text_only,large,text,36,857,0,857,6856,0,6856,0.0,1959,1178,1587,2132,0,0,0,0,1959,1178,1587,2132,4,3,-1,3,False,True
request_layer,17,text_17_deep_field,text_only,large,text,37,857,0,857,6856,0,6856,0.0,1464,1936,1584,1872,0,0,0,0,1464,1936,1584,1872,4,1,-1,1,False,True
request_layer,17,text_17_deep_field,text_only,large,text,38,857,0,857,6856,0,6856,0.0,1601,1617,1689,1949,0,0,0,0,1601,1617,1689,1949,4,3,-1,3,False,True
request_layer,17,text_17_deep_field,text_only,large,text,39,857,0,857,6856,0,6856,0.0,1119,1629,2056,2052,0,0,0,0,1119,1629,2056,2052,4,2,-1,2,False,True
request_layer,17,text_17_deep_field,text_only,large,text,40,857,0,857,6856,0,6856,0.0,1163,1864,2299,1530,0,0,0,0,1163,1864,2299,1530,4,2,-1,2,False,True
request_layer,17,text_17_deep_field,text_only,large,text,41,857,0,857,6856,0,6856,0.0,1972,1476,2191,1217,0,0,0,0,1972,1476,2191,1217,4,2,-1,2,False,True
request_layer,17,text_17_deep_field,text_only,large,text,42,857,0,857,6856,0,6856,0.0,1652,1658,1487,2059,0,0,0,0,1652,1658,1487,2059,4,3,-1,3,False,True
request_layer,17,text_17_deep_field,text_only,large,text,43,857,0,857,6856,0,6856,0.0,2297,1705,2201,653,0,0,0,0,2297,1705,2201,653,4,0,-1,0,False,True
request_layer,17,text_17_deep_field,text_only,large,text,44,857,0,857,6856,0,6856,0.0,1909,1524,1749,1674,0,0,0,0,1909,1524,1749,1674,4,0,-1,0,False,True
request_layer,17,text_17_deep_field,text_only,large,text,45,857,0,857,6856,0,6856,0.0,1966,1513,2122,1255,0,0,0,0,1966,1513,2122,1255,4,2,-1,2,False,True
request_layer,17,text_17_deep_field,text_only,large,text,46,857,0,857,6856,0,6856,0.0,2709,1056,1699,1392,0,0,0,0,2709,1056,1699,1392,4,0,-1,0,False,True
request_layer,17,text_17_deep_field,text_only,large,text,47,857,0,857,6856,0,6856,0.0,1870,1284,1179,2523,0,0,0,0,1870,1284,1179,2523,4,3,-1,3,False,True
request_layer,18,text_18_tui_main,text_only,large,text,0,1255,0,1255,10040,0,10040,0.0,2143,2539,2592,2766,0,0,0,0,2143,2539,2592,2766,4,3,-1,3,False,True
request_layer,18,text_18_tui_main,text_only,large,text,1,1255,0,1255,10040,0,10040,0.0,2681,1884,2754,2721,0,0,0,0,2681,1884,2754,2721,4,2,-1,2,False,True
request_layer,18,text_18_tui_main,text_only,large,text,2,1255,0,1255,10040,0,10040,0.0,2801,2660,2727,1852,0,0,0,0,2801,2660,2727,1852,4,0,-1,0,False,True
request_layer,18,text_18_tui_main,text_only,large,text,3,1255,0,1255,10040,0,10040,0.0,2727,2273,3117,1923,0,0,0,0,2727,2273,3117,1923,4,2,-1,2,False,True
request_layer,18,text_18_tui_main,text_only,large,text,4,1255,0,1255,10040,0,10040,0.0,2245,2373,3296,2126,0,0,0,0,2245,2373,3296,2126,4,2,-1,2,False,True
request_layer,18,text_18_tui_main,text_only,large,text,5,1255,0,1255,10040,0,10040,0.0,2603,2411,2883,2143,0,0,0,0,2603,2411,2883,2143,4,2,-1,2,False,True
request_layer,18,text_18_tui_main,text_only,large,text,6,1255,0,1255,10040,0,10040,0.0,2281,2748,2685,2326,0,0,0,0,2281,2748,2685,2326,4,1,-1,1,False,True
request_layer,18,text_18_tui_main,text_only,large,text,7,1255,0,1255,10040,0,10040,0.0,3077,1684,2531,2748,0,0,0,0,3077,1684,2531,2748,4,0,-1,0,False,True
request_layer,18,text_18_tui_main,text_only,large,text,8,1255,0,1255,10040,0,10040,0.0,2126,3460,2432,2022,0,0,0,0,2126,3460,2432,2022,4,1,-1,1,False,True
request_layer,18,text_18_tui_main,text_only,large,text,9,1255,0,1255,10040,0,10040,0.0,2068,2759,2975,2238,0,0,0,0,2068,2759,2975,2238,4,2,-1,2,False,True
request_layer,18,text_18_tui_main,text_only,large,text,10,1255,0,1255,10040,0,10040,0.0,2589,3055,1911,2485,0,0,0,0,2589,3055,1911,2485,4,1,-1,1,False,True
request_layer,18,text_18_tui_main,text_only,large,text,11,1255,0,1255,10040,0,10040,0.0,1817,3153,3158,1912,0,0,0,0,1817,3153,3158,1912,4,2,-1,2,False,True
request_layer,18,text_18_tui_main,text_only,large,text,12,1255,0,1255,10040,0,10040,0.0,2395,2038,2455,3152,0,0,0,0,2395,2038,2455,3152,4,3,-1,3,False,True
request_layer,18,text_18_tui_main,text_only,large,text,13,1255,0,1255,10040,0,10040,0.0,2479,2301,2379,2881,0,0,0,0,2479,2301,2379,2881,4,3,-1,3,False,True
request_layer,18,text_18_tui_main,text_only,large,text,14,1255,0,1255,10040,0,10040,0.0,3794,1760,1924,2562,0,0,0,0,3794,1760,1924,2562,4,0,-1,0,False,True
request_layer,18,text_18_tui_main,text_only,large,text,15,1255,0,1255,10040,0,10040,0.0,1596,2571,3601,2272,0,0,0,0,1596,2571,3601,2272,4,2,-1,2,False,True
request_layer,18,text_18_tui_main,text_only,large,text,16,1255,0,1255,10040,0,10040,0.0,2017,1732,3748,2543,0,0,0,0,2017,1732,3748,2543,4,2,-1,2,False,True
request_layer,18,text_18_tui_main,text_only,large,text,17,1255,0,1255,10040,0,10040,0.0,3321,2310,2374,2035,0,0,0,0,3321,2310,2374,2035,4,0,-1,0,False,True
request_layer,18,text_18_tui_main,text_only,large,text,18,1255,0,1255,10040,0,10040,0.0,2101,2789,3051,2099,0,0,0,0,2101,2789,3051,2099,4,2,-1,2,False,True
request_layer,18,text_18_tui_main,text_only,large,text,19,1255,0,1255,10040,0,10040,0.0,2970,1946,2388,2736,0,0,0,0,2970,1946,2388,2736,4,0,-1,0,False,True
request_layer,18,text_18_tui_main,text_only,large,text,20,1255,0,1255,10040,0,10040,0.0,2095,3354,2333,2258,0,0,0,0,2095,3354,2333,2258,4,1,-1,1,False,True
request_layer,18,text_18_tui_main,text_only,large,text,21,1255,0,1255,10040,0,10040,0.0,2308,2525,2792,2415,0,0,0,0,2308,2525,2792,2415,4,2,-1,2,False,True
request_layer,18,text_18_tui_main,text_only,large,text,22,1255,0,1255,10040,0,10040,0.0,2649,3133,1544,2714,0,0,0,0,2649,3133,1544,2714,4,1,-1,1,False,True
request_layer,18,text_18_tui_main,text_only,large,text,23,1255,0,1255,10040,0,10040,0.0,2307,3114,2775,1844,0,0,0,0,2307,3114,2775,1844,4,1,-1,1,False,True
request_layer,18,text_18_tui_main,text_only,large,text,24,1255,0,1255,10040,0,10040,0.0,2711,1762,2466,3101,0,0,0,0,2711,1762,2466,3101,4,3,-1,3,False,True
request_layer,18,text_18_tui_main,text_only,large,text,25,1255,0,1255,10040,0,10040,0.0,2309,2473,2203,3055,0,0,0,0,2309,2473,2203,3055,4,3,-1,3,False,True
request_layer,18,text_18_tui_main,text_only,large,text,26,1255,0,1255,10040,0,10040,0.0,3462,1806,2227,2545,0,0,0,0,3462,1806,2227,2545,4,0,-1,0,False,True
request_layer,18,text_18_tui_main,text_only,large,text,27,1255,0,1255,10040,0,10040,0.0,1654,2821,3119,2446,0,0,0,0,1654,2821,3119,2446,4,2,-1,2,False,True
request_layer,18,text_18_tui_main,text_only,large,text,28,1255,0,1255,10040,0,10040,0.0,1503,1925,4205,2407,0,0,0,0,1503,1925,4205,2407,4,2,-1,2,False,True
request_layer,18,text_18_tui_main,text_only,large,text,29,1255,0,1255,10040,0,10040,0.0,3227,2257,2535,2021,0,0,0,0,3227,2257,2535,2021,4,0,-1,0,False,True
request_layer,18,text_18_tui_main,text_only,large,text,30,1255,0,1255,10040,0,10040,0.0,1822,2916,3340,1962,0,0,0,0,1822,2916,3340,1962,4,2,-1,2,False,True
request_layer,18,text_18_tui_main,text_only,large,text,31,1255,0,1255,10040,0,10040,0.0,2937,1791,2360,2952,0,0,0,0,2937,1791,2360,2952,4,3,-1,3,False,True
request_layer,18,text_18_tui_main,text_only,large,text,32,1255,0,1255,10040,0,10040,0.0,2205,3309,2300,2226,0,0,0,0,2205,3309,2300,2226,4,1,-1,1,False,True
request_layer,18,text_18_tui_main,text_only,large,text,33,1255,0,1255,10040,0,10040,0.0,2269,2874,2783,2114,0,0,0,0,2269,2874,2783,2114,4,1,-1,1,False,True
request_layer,18,text_18_tui_main,text_only,large,text,34,1255,0,1255,10040,0,10040,0.0,3006,2772,1930,2332,0,0,0,0,3006,2772,1930,2332,4,0,-1,0,False,True
request_layer,18,text_18_tui_main,text_only,large,text,35,1255,0,1255,10040,0,10040,0.0,2762,2790,2962,1526,0,0,0,0,2762,2790,2962,1526,4,2,-1,2,False,True
request_layer,18,text_18_tui_main,text_only,large,text,36,1255,0,1255,10040,0,10040,0.0,2517,1761,2670,3092,0,0,0,0,2517,1761,2670,3092,4,3,-1,3,False,True
request_layer,18,text_18_tui_main,text_only,large,text,37,1255,0,1255,10040,0,10040,0.0,2482,2854,2164,2540,0,0,0,0,2482,2854,2164,2540,4,1,-1,1,False,True
request_layer,18,text_18_tui_main,text_only,large,text,38,1255,0,1255,10040,0,10040,0.0,2962,1909,2536,2633,0,0,0,0,2962,1909,2536,2633,4,0,-1,0,False,True
request_layer,18,text_18_tui_main,text_only,large,text,39,1255,0,1255,10040,0,10040,0.0,1999,2645,2684,2712,0,0,0,0,1999,2645,2684,2712,4,3,-1,3,False,True
request_layer,18,text_18_tui_main,text_only,large,text,40,1255,0,1255,10040,0,10040,0.0,1627,2215,3676,2522,0,0,0,0,1627,2215,3676,2522,4,2,-1,2,False,True
request_layer,18,text_18_tui_main,text_only,large,text,41,1255,0,1255,10040,0,10040,0.0,3013,2619,2824,1584,0,0,0,0,3013,2619,2824,1584,4,0,-1,0,False,True
request_layer,18,text_18_tui_main,text_only,large,text,42,1255,0,1255,10040,0,10040,0.0,2354,2589,1877,3220,0,0,0,0,2354,2589,1877,3220,4,3,-1,3,False,True
request_layer,18,text_18_tui_main,text_only,large,text,43,1255,0,1255,10040,0,10040,0.0,2968,2594,3196,1282,0,0,0,0,2968,2594,3196,1282,4,2,-1,2,False,True
request_layer,18,text_18_tui_main,text_only,large,text,44,1255,0,1255,10040,0,10040,0.0,2825,2202,2478,2535,0,0,0,0,2825,2202,2478,2535,4,0,-1,0,False,True
request_layer,18,text_18_tui_main,text_only,large,text,45,1255,0,1255,10040,0,10040,0.0,2960,2107,3056,1917,0,0,0,0,2960,2107,3056,1917,4,2,-1,2,False,True
request_layer,18,text_18_tui_main,text_only,large,text,46,1255,0,1255,10040,0,10040,0.0,3995,1625,2403,2017,0,0,0,0,3995,1625,2403,2017,4,0,-1,0,False,True
request_layer,18,text_18_tui_main,text_only,large,text,47,1255,0,1255,10040,0,10040,0.0,2968,1858,1872,3342,0,0,0,0,2968,1858,1872,3342,4,3,-1,3,False,True
request_layer,19,text_19_tui_log,text_only,large,text,0,1255,0,1255,10040,0,10040,0.0,2121,2379,2570,2970,0,0,0,0,2121,2379,2570,2970,4,3,-1,3,False,True
request_layer,19,text_19_tui_log,text_only,large,text,1,1255,0,1255,10040,0,10040,0.0,2718,1787,2564,2971,0,0,0,0,2718,1787,2564,2971,4,3,-1,3,False,True
request_layer,19,text_19_tui_log,text_only,large,text,2,1255,0,1255,10040,0,10040,0.0,2625,2682,2964,1769,0,0,0,0,2625,2682,2964,1769,4,2,-1,2,False,True
request_layer,19,text_19_tui_log,text_only,large,text,3,1255,0,1255,10040,0,10040,0.0,2356,2440,3201,2043,0,0,0,0,2356,2440,3201,2043,4,2,-1,2,False,True
request_layer,19,text_19_tui_log,text_only,large,text,4,1255,0,1255,10040,0,10040,0.0,2321,2338,3300,2081,0,0,0,0,2321,2338,3300,2081,4,2,-1,2,False,True
request_layer,19,text_19_tui_log,text_only,large,text,5,1255,0,1255,10040,0,10040,0.0,2695,2275,3081,1989,0,0,0,0,2695,2275,3081,1989,4,2,-1,2,False,True
request_layer,19,text_19_tui_log,text_only,large,text,6,1255,0,1255,10040,0,10040,0.0,2484,2791,2405,2360,0,0,0,0,2484,2791,2405,2360,4,1,-1,1,False,True
request_layer,19,text_19_tui_log,text_only,large,text,7,1255,0,1255,10040,0,10040,0.0,2963,1578,2819,2680,0,0,0,0,2963,1578,2819,2680,4,0,-1,0,False,True
request_layer,19,text_19_tui_log,text_only,large,text,8,1255,0,1255,10040,0,10040,0.0,2359,3090,2676,1915,0,0,0,0,2359,3090,2676,1915,4,1,-1,1,False,True
request_layer,19,text_19_tui_log,text_only,large,text,9,1255,0,1255,10040,0,10040,0.0,2273,2305,2427,3035,0,0,0,0,2273,2305,2427,3035,4,3,-1,3,False,True
request_layer,19,text_19_tui_log,text_only,large,text,10,1255,0,1255,10040,0,10040,0.0,2352,2703,2132,2853,0,0,0,0,2352,2703,2132,2853,4,3,-1,3,False,True
request_layer,19,text_19_tui_log,text_only,large,text,11,1255,0,1255,10040,0,10040,0.0,1667,3021,3362,1990,0,0,0,0,1667,3021,3362,1990,4,2,-1,2,False,True
request_layer,19,text_19_tui_log,text_only,large,text,12,1255,0,1255,10040,0,10040,0.0,1953,2186,2699,3202,0,0,0,0,1953,2186,2699,3202,4,3,-1,3,False,True
request_layer,19,text_19_tui_log,text_only,large,text,13,1255,0,1255,10040,0,10040,0.0,2661,2248,1974,3157,0,0,0,0,2661,2248,1974,3157,4,3,-1,3,False,True
request_layer,19,text_19_tui_log,text_only,large,text,14,1255,0,1255,10040,0,10040,0.0,3780,1694,2064,2502,0,0,0,0,3780,1694,2064,2502,4,0,-1,0,False,True
request_layer,19,text_19_tui_log,text_only,large,text,15,1255,0,1255,10040,0,10040,0.0,2041,2659,3181,2159,0,0,0,0,2041,2659,3181,2159,4,2,-1,2,False,True
request_layer,19,text_19_tui_log,text_only,large,text,16,1255,0,1255,10040,0,10040,0.0,2108,1652,3665,2615,0,0,0,0,2108,1652,3665,2615,4,2,-1,2,False,True
request_layer,19,text_19_tui_log,text_only,large,text,17,1255,0,1255,10040,0,10040,0.0,3025,2379,2282,2354,0,0,0,0,3025,2379,2282,2354,4,0,-1,0,False,True
request_layer,19,text_19_tui_log,text_only,large,text,18,1255,0,1255,10040,0,10040,0.0,2347,2640,2697,2356,0,0,0,0,2347,2640,2697,2356,4,2,-1,2,False,True
request_layer,19,text_19_tui_log,text_only,large,text,19,1255,0,1255,10040,0,10040,0.0,2633,1911,2717,2779,0,0,0,0,2633,1911,2717,2779,4,3,-1,3,False,True
request_layer,19,text_19_tui_log,text_only,large,text,20,1255,0,1255,10040,0,10040,0.0,2365,2959,2685,2031,0,0,0,0,2365,2959,2685,2031,4,1,-1,1,False,True
request_layer,19,text_19_tui_log,text_only,large,text,21,1255,0,1255,10040,0,10040,0.0,2595,2177,2109,3159,0,0,0,0,2595,2177,2109,3159,4,3,-1,3,False,True
request_layer,19,text_19_tui_log,text_only,large,text,22,1255,0,1255,10040,0,10040,0.0,2576,2736,1846,2882,0,0,0,0,2576,2736,1846,2882,4,3,-1,3,False,True
request_layer,19,text_19_tui_log,text_only,large,text,23,1255,0,1255,10040,0,10040,0.0,2131,3038,3040,1831,0,0,0,0,2131,3038,3040,1831,4,2,-1,2,False,True
request_layer,19,text_19_tui_log,text_only,large,text,24,1255,0,1255,10040,0,10040,0.0,2395,2019,2676,2950,0,0,0,0,2395,2019,2676,2950,4,3,-1,3,False,True
request_layer,19,text_19_tui_log,text_only,large,text,25,1255,0,1255,10040,0,10040,0.0,2393,2550,1707,3390,0,0,0,0,2393,2550,1707,3390,4,3,-1,3,False,True
request_layer,19,text_19_tui_log,text_only,large,text,26,1255,0,1255,10040,0,10040,0.0,3857,1572,2349,2262,0,0,0,0,3857,1572,2349,2262,4,0,-1,0,False,True
request_layer,19,text_19_tui_log,text_only,large,text,27,1255,0,1255,10040,0,10040,0.0,2114,2877,2865,2184,0,0,0,0,2114,2877,2865,2184,4,1,-1,1,False,True
request_layer,19,text_19_tui_log,text_only,large,text,28,1255,0,1255,10040,0,10040,0.0,1595,1850,4039,2556,0,0,0,0,1595,1850,4039,2556,4,2,-1,2,False,True
request_layer,19,text_19_tui_log,text_only,large,text,29,1255,0,1255,10040,0,10040,0.0,2863,2429,2342,2406,0,0,0,0,2863,2429,2342,2406,4,0,-1,0,False,True
request_layer,19,text_19_tui_log,text_only,large,text,30,1255,0,1255,10040,0,10040,0.0,1900,2704,3114,2322,0,0,0,0,1900,2704,3114,2322,4,2,-1,2,False,True
request_layer,19,text_19_tui_log,text_only,large,text,31,1255,0,1255,10040,0,10040,0.0,2599,1674,2826,2941,0,0,0,0,2599,1674,2826,2941,4,3,-1,3,False,True
request_layer,19,text_19_tui_log,text_only,large,text,32,1255,0,1255,10040,0,10040,0.0,2357,3092,2705,1886,0,0,0,0,2357,3092,2705,1886,4,1,-1,1,False,True
request_layer,19,text_19_tui_log,text_only,large,text,33,1255,0,1255,10040,0,10040,0.0,2579,2598,2231,2632,0,0,0,0,2579,2598,2231,2632,4,3,-1,3,False,True
request_layer,19,text_19_tui_log,text_only,large,text,34,1255,0,1255,10040,0,10040,0.0,2870,2487,2100,2583,0,0,0,0,2870,2487,2100,2583,4,0,-1,0,False,True
request_layer,19,text_19_tui_log,text_only,large,text,35,1255,0,1255,10040,0,10040,0.0,2503,2803,3154,1580,0,0,0,0,2503,2803,3154,1580,4,2,-1,2,False,True
request_layer,19,text_19_tui_log,text_only,large,text,36,1255,0,1255,10040,0,10040,0.0,2079,2048,2956,2957,0,0,0,0,2079,2048,2956,2957,4,3,-1,3,False,True
request_layer,19,text_19_tui_log,text_only,large,text,37,1255,0,1255,10040,0,10040,0.0,2518,3003,1753,2766,0,0,0,0,2518,3003,1753,2766,4,1,-1,1,False,True
request_layer,19,text_19_tui_log,text_only,large,text,38,1255,0,1255,10040,0,10040,0.0,3172,1787,2554,2527,0,0,0,0,3172,1787,2554,2527,4,0,-1,0,False,True
request_layer,19,text_19_tui_log,text_only,large,text,39,1255,0,1255,10040,0,10040,0.0,2552,2804,2136,2548,0,0,0,0,2552,2804,2136,2548,4,1,-1,1,False,True
request_layer,19,text_19_tui_log,text_only,large,text,40,1255,0,1255,10040,0,10040,0.0,1725,2101,3568,2646,0,0,0,0,1725,2101,3568,2646,4,2,-1,2,False,True
request_layer,19,text_19_tui_log,text_only,large,text,41,1255,0,1255,10040,0,10040,0.0,2617,2943,2652,1828,0,0,0,0,2617,2943,2652,1828,4,1,-1,1,False,True
request_layer,19,text_19_tui_log,text_only,large,text,42,1255,0,1255,10040,0,10040,0.0,2554,2685,2004,2797,0,0,0,0,2554,2685,2004,2797,4,3,-1,3,False,True
request_layer,19,text_19_tui_log,text_only,large,text,43,1255,0,1255,10040,0,10040,0.0,2813,3112,2687,1428,0,0,0,0,2813,3112,2687,1428,4,1,-1,1,False,True
request_layer,19,text_19_tui_log,text_only,large,text,44,1255,0,1255,10040,0,10040,0.0,3458,2406,2315,1861,0,0,0,0,3458,2406,2315,1861,4,0,-1,0,False,True
request_layer,19,text_19_tui_log,text_only,large,text,45,1255,0,1255,10040,0,10040,0.0,3200,1775,3030,2035,0,0,0,0,3200,1775,3030,2035,4,0,-1,0,False,True
request_layer,19,text_19_tui_log,text_only,large,text,46,1255,0,1255,10040,0,10040,0.0,3739,1436,2540,2325,0,0,0,0,3739,1436,2540,2325,4,0,-1,0,False,True
request_layer,19,text_19_tui_log,text_only,large,text,47,1255,0,1255,10040,0,10040,0.0,2973,1860,1963,3244,0,0,0,0,2973,1860,1963,3244,4,3,-1,3,False,True
request_layer,20,text_20_tui_model_selection,text_only,large,text,0,1255,0,1255,10040,0,10040,0.0,2266,2270,3015,2489,0,0,0,0,2266,2270,3015,2489,4,2,-1,2,False,True
request_layer,20,text_20_tui_model_selection,text_only,large,text,1,1255,0,1255,10040,0,10040,0.0,2471,1712,2906,2951,0,0,0,0,2471,1712,2906,2951,4,3,-1,3,False,True
request_layer,20,text_20_tui_model_selection,text_only,large,text,2,1255,0,1255,10040,0,10040,0.0,2287,2486,3516,1751,0,0,0,0,2287,2486,3516,1751,4,2,-1,2,False,True
request_layer,20,text_20_tui_model_selection,text_only,large,text,3,1255,0,1255,10040,0,10040,0.0,2813,2607,2923,1697,0,0,0,0,2813,2607,2923,1697,4,2,-1,2,False,True
request_layer,20,text_20_tui_model_selection,text_only,large,text,4,1255,0,1255,10040,0,10040,0.0,2891,2118,3040,1991,0,0,0,0,2891,2118,3040,1991,4,2,-1,2,False,True
request_layer,20,text_20_tui_model_selection,text_only,large,text,5,1255,0,1255,10040,0,10040,0.0,2645,2492,3053,1850,0,0,0,0,2645,2492,3053,1850,4,2,-1,2,False,True
request_layer,20,text_20_tui_model_selection,text_only,large,text,6,1255,0,1255,10040,0,10040,0.0,2654,2294,3044,2048,0,0,0,0,2654,2294,3044,2048,4,2,-1,2,False,True
request_layer,20,text_20_tui_model_selection,text_only,large,text,7,1255,0,1255,10040,0,10040,0.0,2732,2124,2026,3158,0,0,0,0,2732,2124,2026,3158,4,3,-1,3,False,True
request_layer,20,text_20_tui_model_selection,text_only,large,text,8,1255,0,1255,10040,0,10040,0.0,2490,3682,1489,2379,0,0,0,0,2490,3682,1489,2379,4,1,-1,1,False,True
request_layer,20,text_20_tui_model_selection,text_only,large,text,9,1255,0,1255,10040,0,10040,0.0,1633,2797,1902,3708,0,0,0,0,1633,2797,1902,3708,4,3,-1,3,False,True
request_layer,20,text_20_tui_model_selection,text_only,large,text,10,1255,0,1255,10040,0,10040,0.0,1620,3123,2410,2887,0,0,0,0,1620,3123,2410,2887,4,1,-1,1,False,True
request_layer,20,text_20_tui_model_selection,text_only,large,text,11,1255,0,1255,10040,0,10040,0.0,2131,2661,3023,2225,0,0,0,0,2131,2661,3023,2225,4,2,-1,2,False,True
request_layer,20,text_20_tui_model_selection,text_only,large,text,12,1255,0,1255,10040,0,10040,0.0,1833,2224,2189,3794,0,0,0,0,1833,2224,2189,3794,4,3,-1,3,False,True
request_layer,20,text_20_tui_model_selection,text_only,large,text,13,1255,0,1255,10040,0,10040,0.0,2056,2150,2095,3739,0,0,0,0,2056,2150,2095,3739,4,3,-1,3,False,True
request_layer,20,text_20_tui_model_selection,text_only,large,text,14,1255,0,1255,10040,0,10040,0.0,3524,2089,2120,2307,0,0,0,0,3524,2089,2120,2307,4,0,-1,0,False,True
request_layer,20,text_20_tui_model_selection,text_only,large,text,15,1255,0,1255,10040,0,10040,0.0,1237,2674,3827,2302,0,0,0,0,1237,2674,3827,2302,4,2,-1,2,False,True
request_layer,20,text_20_tui_model_selection,text_only,large,text,16,1255,0,1255,10040,0,10040,0.0,2663,2101,2907,2369,0,0,0,0,2663,2101,2907,2369,4,2,-1,2,False,True
request_layer,20,text_20_tui_model_selection,text_only,large,text,17,1255,0,1255,10040,0,10040,0.0,2357,1482,3254,2947,0,0,0,0,2357,1482,3254,2947,4,2,-1,2,False,True
request_layer,20,text_20_tui_model_selection,text_only,large,text,18,1255,0,1255,10040,0,10040,0.0,2576,2311,2812,2341,0,0,0,0,2576,2311,2812,2341,4,2,-1,2,False,True
request_layer,20,text_20_tui_model_selection,text_only,large,text,19,1255,0,1255,10040,0,10040,0.0,2524,2521,1976,3019,0,0,0,0,2524,2521,1976,3019,4,3,-1,3,False,True
request_layer,20,text_20_tui_model_selection,text_only,large,text,20,1255,0,1255,10040,0,10040,0.0,2364,3460,1627,2589,0,0,0,0,2364,3460,1627,2589,4,1,-1,1,False,True
request_layer,20,text_20_tui_model_selection,text_only,large,text,21,1255,0,1255,10040,0,10040,0.0,1530,2935,1560,4015,0,0,0,0,1530,2935,1560,4015,4,3,-1,3,False,True
request_layer,20,text_20_tui_model_selection,text_only,large,text,22,1255,0,1255,10040,0,10040,0.0,1621,3033,2147,3239,0,0,0,0,1621,3033,2147,3239,4,3,-1,3,False,True
